1.00,329.00,1627.54,1409.43,51.00,822500.00,35.00,6.10,4610.00,0.17,178.40,0.20,0.24,0.39,0.12,0.27,138.32,34.81,2.02,0.14,0.19,75.26,0.00,0.47,351.67,0.18,9.24,0.38,2.57,-2.96,-0.28,1.93,0.00,1.93,34.00,1710.00,0.00,25.84,78.00,55.00,1460.31,710.63,451.78,150.85,3.23,0.00,4530.75,66.25,7.85,0
2.00,3234.00,1091.56,1357.96,32.00,8085000.00,40.08,8.98,25450.00,0.22,317.70,0.18,0.20,0.49,0.09,0.41,114.69,41.87,2.31,0.15,0.18,75.26,0.00,0.53,351.67,0.18,9.24,0.24,3.56,-3.09,-0.31,2.17,0.00,2.17,281.00,14490.00,0.00,80.11,78.00,55.00,4287.77,3095.56,1937.42,773.69,2.21,0.00,4927.51,66.15,7.24,0
3.00,2339.00,1537.68,1633.02,45.00,5847500.00,38.13,9.29,22110.00,0.24,264.50,0.21,0.26,0.79,0.08,0.71,89.49,32.23,2.20,0.17,0.22,75.26,0.00,0.51,351.67,0.18,9.24,0.27,4.21,-2.84,-0.29,2.16,0.00,2.16,228.00,12150.00,0.00,83.60,78.00,55.00,3959.80,2404.16,1530.38,659.67,2.59,0.00,4732.04,66.34,7.67,0
4.00,2971.00,1020.91,630.80,59.00,7427500.00,32.76,10.48,17380.00,0.32,427.40,0.22,0.29,0.50,0.08,0.42,149.87,50.99,1.89,0.14,0.18,75.26,0.00,0.44,351.67,0.18,9.24,2.50,10.63,-3.07,-0.28,2.18,0.00,2.18,164.00,8730.00,0.00,40.67,78.00,55.00,5650.88,1749.29,1245.07,348.70,4.54,0.00,25579.34,65.78,7.41,1
5.00,3155.00,1118.08,469.39,11.00,7887500.00,30.41,7.99,15880.00,0.26,496.70,0.20,0.26,0.69,0.11,0.58,118.11,43.96,1.76,0.15,0.18,75.26,0.00,0.40,351.67,0.18,9.24,0.78,8.68,-3.19,-0.33,2.19,0.00,2.19,150.00,8100.00,0.00,31.97,78.00,55.00,3471.31,3059.41,2043.90,477.23,1.70,0.00,28172.07,65.72,7.58,1
6.00,11475.00,1249.47,1386.03,41.00,28687500.00,38.57,9.50,58790.00,0.25,488.00,0.18,0.21,0.60,0.06,0.54,111.73,40.41,2.23,0.16,0.19,75.26,0.00,0.51,351.67,0.18,9.24,0.10,3.49,-2.83,-0.24,2.17,0.00,2.17,623.00,34290.00,0.00,120.48,78.00,55.00,6340.54,4816.64,3894.10,593.54,1.63,0.00,5514.48,66.18,7.41,0
7.00,1034.00,1776.55,1464.70,52.00,2585000.00,39.30,14.51,12990.00,0.37,199.00,0.21,0.27,0.72,0.12,0.60,75.97,21.62,2.27,0.20,0.25,75.26,0.00,0.52,351.67,0.18,9.24,1.37,4.81,-3.21,-0.33,2.16,0.00,2.16,120.00,6930.00,0.00,65.28,78.00,55.00,3780.21,1140.18,651.51,300.07,5.80,0.00,4535.86,66.29,8.01,0
8.00,1035.00,1304.90,1281.72,68.00,2587500.00,35.90,7.51,15420.00,0.21,167.80,0.20,0.27,0.56,0.08,0.47,166.37,32.09,2.07,0.16,0.22,75.26,0.00,0.48,351.67,0.18,9.24,0.27,3.23,-2.92,-0.26,2.17,0.00,2.17,160.00,8280.00,0.00,91.89,78.00,55.00,4419.56,1234.91,632.82,358.06,6.98,0.00,6165.56,66.14,7.52,0
9.00,4851.00,1700.15,1345.04,52.00,12127500.00,34.47,7.60,49430.00,0.22,245.30,0.19,0.23,0.53,0.07,0.46,129.05,44.03,1.99,0.15,0.19,75.26,0.00,0.46,351.67,0.18,9.24,0.35,3.45,-3.21,-0.29,2.16,0.00,2.16,535.00,28620.00,0.00,201.47,78.00,55.00,3170.57,2600.48,1983.69,387.60,1.60,0.00,4236.17,66.23,7.96,0
10.00,2899.00,1533.91,1713.00,45.00,7247500.00,41.88,11.07,21180.00,0.26,342.20,0.25,0.31,0.60,0.08,0.52,146.74,44.32,2.42,0.17,0.21,75.26,0.00,0.56,351.67,0.18,9.24,-0.07,2.97,-2.97,-0.47,2.16,0.00,2.16,241.00,13410.00,0.00,61.90,78.00,55.00,3889.09,2050.61,1506.78,307.58,2.58,0.00,4084.14,66.38,7.63,0
11.00,1655.00,1761.30,1430.22,90.00,4137500.00,35.38,9.05,21570.00,0.26,191.80,0.24,0.31,0.60,0.11,0.49,100.97,30.41,2.04,0.19,0.24,75.26,0.00,0.47,351.67,0.18,9.24,0.06,3.11,-3.28,-0.27,2.16,0.00,2.16,241.00,12870.00,0.00,112.45,78.00,55.00,550.00,2450.00,1645.45,302.87,0.33,0.00,4402.70,66.27,8.00,0
12.00,2664.00,1344.49,1363.74,45.00,6660000.00,38.72,8.75,28160.00,0.23,236.50,0.17,0.21,0.47,0.07,0.40,93.41,35.02,2.24,0.16,0.20,75.26,0.00,0.51,351.67,0.18,9.24,0.27,3.68,-3.02,-0.23,2.17,0.00,2.17,291.00,15840.00,0.00,119.07,78.00,55.00,1767.77,5020.46,4531.14,247.42,0.39,0.00,6602.97,66.19,7.53,0
13.00,936.00,1095.47,1416.49,54.00,2340000.00,41.06,8.16,10920.00,0.20,214.30,0.17,0.20,0.34,0.07,0.27,104.89,37.48,2.37,0.15,0.19,75.26,0.00,0.55,351.67,0.18,9.24,0.45,3.49,-2.97,-0.31,2.17,0.00,2.17,114.00,5940.00,0.00,50.96,78.00,55.00,3400.37,860.23,587.69,156.73,5.79,0.00,5500.47,66.18,7.22,0
14.00,486.00,1628.99,1627.11,39.00,1215000.00,36.71,9.49,7820.00,0.26,155.40,0.26,0.35,0.63,0.13,0.50,122.64,18.12,2.12,0.21,0.29,75.26,0.00,0.49,351.67,0.18,9.24,0.37,3.22,-2.96,-0.37,2.16,0.00,2.16,77.00,4050.00,0.00,50.33,78.00,55.00,2881.41,890.22,368.89,213.81,7.81,0.00,3792.61,66.35,7.78,0
15.00,851.00,1422.20,1749.68,34.00,2127500.00,33.83,8.27,9520.00,0.24,223.50,0.24,0.30,0.81,0.17,0.65,53.46,23.33,1.95,0.20,0.25,75.26,0.00,0.45,351.67,0.18,9.24,0.58,5.32,-3.11,-0.44,2.16,0.00,2.16,105.00,5580.00,0.00,42.60,78.00,55.00,2662.71,1484.08,728.86,354.07,3.65,0.00,6334.81,66.39,7.49,0
16.00,1396.00,1608.04,1545.25,54.00,3490000.00,34.37,8.36,18590.00,0.24,187.70,0.23,0.30,0.80,0.10,0.70,70.74,26.36,1.98,0.19,0.24,75.26,0.00,0.46,351.67,0.18,9.24,0.45,3.46,-2.91,-0.47,2.16,0.00,2.16,202.00,11160.00,0.00,99.02,78.00,55.00,4650.27,1390.14,875.39,366.64,5.31,0.00,3508.48,66.31,7.78,0
17.00,2503.00,1501.49,1141.62,90.00,6257500.00,33.76,9.43,29030.00,0.28,215.60,0.23,0.31,1.19,0.09,1.10,77.60,23.61,1.95,0.20,0.25,75.26,0.00,0.45,351.67,0.18,9.24,1.04,5.52,-3.17,-0.33,2.17,0.00,2.17,310.00,17280.00,0.00,134.68,78.00,55.00,2800.00,3150.00,2338.39,400.00,1.20,0.00,5267.92,66.10,7.80,0
18.00,65.00,1579.09,995.74,43.00,162500.00,38.34,5.89,2350.00,0.15,69.10,0.20,0.25,0.37,0.14,0.22,93.39,18.49,2.21,0.18,0.25,75.26,0.00,0.51,351.67,0.18,9.24,0.04,3.62,-2.76,-0.45,1.94,0.00,1.94,21.00,1080.00,0.01,33.98,78.00,55.00,1167.26,141.42,62.39,55.24,18.71,1.00,6298.61,66.04,7.94,0
19.00,191.00,1732.70,1238.70,36.00,477500.00,39.80,6.71,5050.00,0.17,94.60,0.21,0.25,0.46,0.07,0.39,143.72,39.43,2.30,0.17,0.22,75.26,0.00,0.53,351.67,0.18,9.24,-0.52,3.71,-3.32,-0.29,1.94,0.00,1.94,44.00,2430.00,0.01,53.41,78.00,55.00,1640.12,570.09,299.41,124.78,5.48,0.00,4663.21,66.18,8.04,0
20.00,363.00,1687.61,1159.03,147.00,907500.00,39.07,7.27,8110.00,0.19,111.90,0.20,0.26,0.54,0.12,0.42,86.53,31.70,2.26,0.16,0.22,75.26,0.00,0.52,351.67,0.18,9.24,-0.10,3.16,-3.25,-0.41,2.17,0.00,2.17,83.00,4410.00,0.00,72.48,78.00,55.00,1484.08,1484.08,639.88,346.33,2.32,0.00,4363.75,66.13,8.01,0
21.00,485.00,1546.64,1270.00,85.00,1212500.00,36.56,7.68,7720.00,0.21,157.10,0.29,0.36,0.69,0.14,0.55,119.80,32.85,2.11,0.18,0.25,75.26,0.00,0.49,351.67,0.18,9.24,0.06,4.60,-2.73,-0.41,2.17,0.00,2.17,82.00,4320.00,0.00,49.15,78.00,55.00,1154.34,1054.75,716.03,161.01,1.61,0.00,3750.66,66.17,7.81,0
22.00,649.00,1765.53,1677.66,134.00,1622500.00,35.61,7.62,13520.00,0.21,120.00,0.22,0.28,0.56,0.12,0.44,74.49,26.90,2.06,0.18,0.24,75.26,0.00,0.47,351.67,0.18,9.24,0.28,3.60,-3.33,-0.32,2.16,0.00,2.16,141.00,7650.00,0.00,112.66,78.00,55.00,2015.56,2405.20,956.04,719.96,2.11,0.00,5028.26,66.40,7.92,0
23.00,405.00,1576.57,1411.43,70.00,1012500.00,35.99,7.59,8280.00,0.21,122.30,0.23,0.31,0.80,0.12,0.68,87.93,24.16,2.08,0.18,0.25,75.26,0.00,0.48,351.67,0.18,9.24,0.57,4.08,-2.81,-0.21,2.16,0.00,2.16,96.00,4860.00,0.00,67.71,78.00,55.00,2452.04,790.57,364.55,182.84,6.73,0.00,5002.58,66.24,7.79,0
24.00,849.00,1774.40,1032.26,74.00,2122500.00,33.47,8.96,11170.00,0.27,190.00,0.22,0.29,0.54,0.09,0.45,73.74,26.17,1.93,0.19,0.25,75.26,0.00,0.44,351.67,0.18,9.24,0.25,2.72,-3.25,-0.24,2.17,0.00,2.17,120.00,6660.00,0.00,58.78,78.00,55.00,3276.05,1662.08,590.09,398.34,5.55,0.00,6065.61,66.08,8.16,0
25.00,229.00,874.62,1320.34,68.00,572500.00,42.17,5.01,4730.00,0.12,121.00,0.12,0.15,0.28,0.08,0.19,115.39,61.45,2.44,0.12,0.14,75.26,0.00,0.56,351.67,0.18,9.24,0.48,3.02,-1.77,-0.29,2.17,0.00,2.17,46.00,2430.00,0.00,39.08,78.00,55.00,1569.24,447.21,306.32,97.07,5.12,0.00,9605.98,66.10,7.00,0
26.00,81.00,1705.68,1492.58,19.00,202500.00,35.65,6.32,2480.00,0.18,81.70,0.25,0.33,0.58,0.19,0.39,78.00,16.48,2.06,0.20,0.30,75.26,0.00,0.47,351.67,0.18,9.24,0.48,3.60,-3.49,-0.68,2.16,0.00,2.16,20.00,1080.00,0.01,30.37,78.00,55.00,901.39,269.26,178.33,59.63,5.05,0.00,3378.60,66.30,7.92,0
27.00,1157.00,1664.47,1553.88,57.00,2892500.00,36.81,8.56,20830.00,0.23,138.90,0.23,0.29,0.63,0.07,0.56,100.14,29.80,2.13,0.18,0.24,75.26,0.00,0.49,351.67,0.18,9.24,0.22,3.88,-3.06,-0.45,2.16,0.00,2.16,235.00,12690.00,0.00,150.00,78.00,55.00,2205.11,1844.59,1245.62,443.83,1.77,0.00,3347.77,66.32,7.85,0
28.00,124.00,1748.69,1370.24,90.00,310000.00,30.08,6.12,3440.00,0.20,90.10,0.20,0.27,0.46,0.12,0.34,45.17,22.67,1.74,0.19,0.25,75.26,0.00,0.40,351.67,0.18,9.24,0.19,2.60,-3.43,-0.25,2.16,0.00,2.16,31.00,1710.00,0.01,38.17,78.00,55.00,300.00,600.00,566.67,40.82,0.53,0.00,4855.64,66.24,8.01,0
29.00,84.00,789.05,1452.55,59.00,210000.00,41.14,3.48,2370.00,0.08,88.60,0.10,0.13,0.18,0.06,0.12,289.89,86.56,2.38,0.09,0.12,75.26,0.00,0.55,351.67,0.18,9.24,-1.15,6.16,-2.10,-0.15,1.94,0.00,1.94,18.00,990.00,0.00,26.75,78.00,55.00,917.88,250.00,151.81,57.01,6.05,0.00,10059.87,66.15,6.85,0
30.00,209.00,1551.46,1552.94,40.00,522500.00,35.04,11.54,5590.00,0.33,93.50,0.34,0.41,0.67,0.23,0.44,31.55,7.90,2.02,0.31,0.39,75.26,0.00,0.47,351.67,0.18,9.24,1.19,5.97,-2.72,-0.39,2.16,0.00,2.16,58.00,3150.00,0.01,59.80,78.00,55.00,1984.94,424.26,236.60,101.81,8.39,0.00,4511.47,66.31,7.71,0
31.00,350.00,1029.52,1365.38,87.00,875000.00,41.09,8.33,4800.00,0.20,182.30,0.15,0.17,0.26,0.09,0.18,115.62,36.99,2.37,0.16,0.19,75.26,0.00,0.55,351.67,0.18,9.24,0.29,3.88,-3.51,-0.20,2.17,0.00,2.17,48.00,2610.00,0.00,26.33,78.00,55.00,1503.33,751.66,513.39,153.74,2.93,0.00,6013.52,66.14,7.16,0
32.00,494.00,1706.47,1441.59,34.00,1235000.00,33.54,10.65,8190.00,0.32,150.80,0.28,0.35,0.63,0.19,0.44,39.86,12.50,1.94,0.27,0.33,75.26,0.00,0.45,351.67,0.18,9.24,0.28,3.08,-3.41,-0.41,2.16,0.00,2.16,89.00,4950.00,0.00,54.31,78.00,55.00,3245.00,610.33,340.79,151.64,9.52,1.00,3643.42,66.27,7.93,0
33.00,292.00,1757.65,765.93,66.00,730000.00,37.91,8.17,7120.00,0.22,102.50,0.28,0.41,0.87,0.12,0.75,71.79,17.73,2.19,0.22,0.33,75.26,0.00,0.50,351.67,0.18,9.24,1.49,8.74,-3.32,-0.22,1.95,0.00,1.95,82.00,4230.00,0.01,69.44,78.00,55.00,2863.56,335.41,195.77,83.08,14.63,1.00,13805.40,65.95,8.23,0
34.00,102.00,1566.62,1136.15,31.00,255000.00,35.00,9.15,3120.00,0.26,81.70,0.26,0.38,0.69,0.16,0.52,36.16,10.72,2.02,0.26,0.35,75.26,0.00,0.47,351.67,0.18,9.24,-0.50,3.28,-2.79,-0.53,2.17,0.00,2.17,24.00,1440.00,0.01,38.17,78.00,55.00,1415.10,250.00,112.77,81.38,12.55,1.00,4849.13,66.11,7.88,0
35.00,622.00,780.77,1535.17,72.00,1555000.00,40.42,7.81,12420.00,0.19,125.20,0.16,0.18,0.35,0.07,0.27,82.99,41.55,2.33,0.15,0.18,75.26,0.00,0.54,351.67,0.18,9.24,0.15,2.80,-2.03,-0.20,2.16,0.00,2.16,139.00,7560.00,0.00,99.20,78.00,55.00,3352.61,680.07,371.99,130.27,9.01,0.00,10269.23,66.19,6.81,0
36.00,68.00,1420.22,1316.32,62.00,170000.00,36.21,5.07,2950.00,0.14,57.60,0.32,0.42,0.60,0.25,0.35,24.16,6.42,2.09,0.29,0.41,75.26,0.00,0.48,351.67,0.18,9.24,0.11,1.73,-3.12,-0.14,1.94,0.00,1.94,32.00,1620.00,0.01,51.19,78.00,55.00,1297.11,141.42,64.56,36.39,20.09,1.00,5604.15,66.17,7.64,0
37.00,630.00,124.96,1779.17,139.00,1575000.00,44.10,2.94,15140.00,0.07,104.00,0.06,0.08,0.15,0.03,0.12,830.35,322.91,2.55,0.06,0.07,75.26,0.00,0.59,351.67,0.18,9.24,0.93,5.35,-1.55,-0.45,2.16,0.00,2.16,173.00,9540.00,0.01,145.54,78.00,55.00,2516.45,1453.44,764.74,351.13,3.29,0.00,28201.78,66.22,5.94,0
38.00,91.00,902.43,1187.15,76.00,227500.00,37.08,6.26,3010.00,0.17,75.60,0.20,0.23,0.29,0.16,0.13,41.65,21.65,2.14,0.18,0.22,75.26,0.00,0.49,351.67,0.18,9.24,0.69,4.08,-1.79,-0.13,1.94,0.00,1.94,31.00,1620.00,0.01,39.82,78.00,55.00,1346.29,206.16,111.09,46.54,12.12,1.00,12416.91,66.04,7.08,0
39.00,355.00,1557.99,1341.12,27.00,887500.00,34.39,6.97,5360.00,0.20,165.60,0.23,0.30,0.74,0.10,0.64,142.64,41.67,1.99,0.15,0.21,75.26,0.00,0.46,351.67,0.18,9.24,0.26,4.19,-2.77,-0.57,2.16,0.00,2.16,57.00,3240.00,0.00,32.37,78.00,55.00,1520.69,1029.56,519.94,244.82,2.92,0.00,4216.81,66.20,7.79,0
40.00,98.00,1573.27,1055.45,2.00,245000.00,36.16,7.43,3570.00,0.20,68.60,0.31,0.39,0.72,0.15,0.57,84.85,10.15,2.09,0.27,0.38,75.26,0.00,0.48,351.67,0.18,9.24,-0.75,4.67,-2.77,-0.34,2.17,0.00,2.17,33.00,1890.00,0.01,52.02,78.00,55.00,650.00,450.00,230.77,114.63,2.82,0.00,5149.36,66.07,7.91,0
41.00,410.00,1690.45,1189.31,40.00,1025000.00,38.98,9.34,8010.00,0.24,128.00,0.23,0.29,0.70,0.09,0.61,90.23,27.33,2.25,0.20,0.25,75.26,0.00,0.52,351.67,0.18,9.24,0.56,3.93,-3.26,-0.41,2.17,0.00,2.17,80.00,4680.00,0.00,62.60,78.00,55.00,2804.01,813.94,330.07,212.43,8.50,0.00,4270.33,66.15,8.00,0
42.00,98.00,1636.26,1602.01,19.00,245000.00,36.64,10.16,2870.00,0.28,85.40,0.28,0.38,0.74,0.20,0.54,50.36,10.69,2.12,0.26,0.36,75.26,0.00,0.49,351.67,0.18,9.24,-0.09,4.08,-2.93,-0.73,2.16,0.00,2.16,19.00,1260.00,0.01,33.62,78.00,55.00,886.00,474.34,261.71,131.24,3.39,0.00,3521.39,66.34,7.80,0
43.00,92.00,1688.79,1245.62,35.00,230000.00,36.89,6.17,2030.00,0.17,113.30,0.19,0.25,0.45,0.14,0.31,69.46,28.55,2.13,0.17,0.22,75.26,0.00,0.49,351.67,0.18,9.24,-0.07,2.83,-3.35,-0.62,2.17,0.00,2.17,15.00,990.00,0.00,17.92,78.00,55.00,790.57,360.56,218.54,103.73,3.62,0.00,3668.15,66.18,7.98,0
44.00,302.00,1749.56,961.28,59.00,755000.00,32.21,5.77,3950.00,0.18,191.10,0.21,0.28,0.55,0.12,0.43,217.82,56.80,1.86,0.13,0.19,75.26,0.00,0.43,351.67,0.18,9.24,0.64,3.78,-3.38,-0.27,2.17,0.00,2.17,45.00,2340.00,0.00,20.67,78.00,55.00,1500.83,763.22,439.78,166.91,3.41,0.00,6783.44,66.04,8.15,0
45.00,93.00,1042.43,1320.80,73.00,232500.00,37.86,7.35,2840.00,0.19,81.90,0.21,0.23,0.35,0.14,0.21,52.09,23.30,2.19,0.20,0.23,75.26,0.00,0.50,351.67,0.18,9.24,0.83,4.79,-3.38,-0.29,2.17,0.00,2.17,29.00,1530.00,0.01,34.69,78.00,55.00,1106.80,316.23,149.52,81.55,7.40,0.00,6118.39,66.12,7.19,0
46.00,91.00,761.48,1661.34,58.00,227500.00,43.00,4.62,3850.00,0.11,59.10,0.14,0.15,0.25,0.08,0.17,180.43,60.51,2.48,0.12,0.14,75.26,0.00,0.57,351.67,0.18,9.24,1.65,7.12,-1.83,-0.35,2.16,0.00,2.16,36.00,2070.00,0.01,65.15,78.00,55.00,1012.42,626.50,206.34,225.16,4.91,0.00,12317.76,66.25,6.74,0
47.00,180.00,1740.51,1609.10,115.00,450000.00,35.61,6.89,3650.00,0.19,123.30,0.19,0.25,0.49,0.09,0.40,116.43,32.54,2.06,0.16,0.22,75.26,0.00,0.47,351.67,0.18,9.24,0.07,3.16,-3.33,-0.43,2.16,0.00,2.16,35.00,2070.00,0.00,29.61,78.00,55.00,1162.97,650.00,342.87,149.36,3.39,0.00,3776.92,66.36,7.92,0
48.00,56.00,1726.89,1789.38,43.00,140000.00,35.96,6.39,2140.00,0.18,65.40,0.28,0.34,0.44,0.20,0.24,19.87,9.71,2.08,0.26,0.33,75.26,0.00,0.48,351.67,0.18,9.24,0.08,2.27,-3.33,-0.42,2.16,0.00,2.16,22.00,1170.00,0.01,32.71,78.00,55.00,1063.01,141.42,48.61,56.09,21.87,1.00,6875.40,66.45,7.84,0
49.00,68.00,1762.49,1552.00,61.00,170000.00,36.71,5.23,2110.00,0.14,80.60,0.21,0.31,0.50,0.18,0.32,61.84,16.31,2.12,0.18,0.28,75.26,0.00,0.49,351.67,0.18,9.24,0.16,2.41,-3.16,-0.24,1.93,0.00,1.93,20.00,1080.00,0.01,26.19,78.00,55.00,894.43,250.00,127.92,58.13,6.99,0.00,4342.15,66.33,7.96,0
50.00,194.00,1388.71,1768.67,65.00,485000.00,32.89,6.56,3610.00,0.20,134.30,0.25,0.31,0.68,0.14,0.54,72.51,25.27,1.90,0.19,0.26,75.26,0.00,0.44,351.67,0.18,9.24,-0.17,2.90,-2.89,-0.30,2.16,0.00,2.16,43.00,2160.00,0.00,26.87,78.00,55.00,1208.30,650.00,331.00,156.17,3.65,0.00,7624.18,66.39,7.44,0
51.00,85.00,1729.00,1637.47,12.00,212500.00,35.98,7.46,2600.00,0.21,81.70,0.23,0.31,0.59,0.11,0.49,69.67,18.01,2.08,0.21,0.29,75.26,0.00,0.48,351.67,0.18,9.24,-0.57,2.20,-3.34,-0.72,2.16,0.00,2.16,25.00,1440.00,0.01,31.81,78.00,55.00,873.21,412.31,175.40,102.93,4.98,0.00,3640.37,66.37,7.89,0
52.00,66.00,1563.39,1750.32,34.00,165000.00,35.11,6.47,2060.00,0.18,80.10,0.22,0.31,0.70,0.19,0.51,40.56,16.50,2.03,0.20,0.28,75.26,0.00,0.47,351.67,0.18,9.24,0.21,2.30,-2.77,-0.54,2.16,0.00,2.16,13.00,810.00,0.00,25.72,78.00,55.00,901.39,250.00,128.40,78.01,7.02,0.00,4082.96,66.41,7.66,0
53.00,106.00,1707.70,1556.42,113.00,265000.00,34.61,6.12,3550.00,0.18,74.60,0.23,0.32,0.51,0.12,0.38,38.55,13.53,2.00,0.21,0.31,75.26,0.00,0.46,351.67,0.18,9.24,-0.02,1.82,-3.48,-0.69,2.16,0.00,2.16,34.00,2070.00,0.01,47.56,78.00,55.00,696.42,873.21,290.25,191.45,2.40,0.00,3397.16,66.33,7.90,0
54.00,88.00,1742.82,1410.60,55.00,220000.00,33.64,6.36,3150.00,0.19,69.80,0.25,0.32,0.48,0.23,0.25,25.32,11.89,1.94,0.23,0.30,75.26,0.00,0.45,351.67,0.18,9.24,-0.35,3.45,-3.38,-0.34,1.93,0.00,1.93,34.00,1800.00,0.01,45.10,78.00,55.00,1110.18,360.56,117.98,82.05,9.41,0.00,4201.45,66.26,7.99,0
55.00,187.00,1615.63,956.90,153.00,467500.00,38.91,6.43,5190.00,0.17,90.10,0.19,0.24,0.49,0.05,0.44,127.32,35.15,2.25,0.17,0.22,75.26,0.00,0.52,351.67,0.18,9.24,0.68,3.76,-3.00,-0.50,2.17,0.00,2.17,57.00,3240.00,0.01,57.62,78.00,55.00,1297.11,738.24,296.35,194.53,4.38,0.00,6804.88,66.02,8.00,0
56.00,97.00,1501.54,1283.61,144.00,242500.00,36.15,9.80,3230.00,0.27,75.10,0.21,0.38,1.12,0.10,1.02,56.16,15.27,2.09,0.22,0.35,75.26,0.00,0.48,351.67,0.18,9.24,0.65,5.28,-3.11,-0.50,2.16,0.00,2.16,28.00,1890.00,0.01,43.02,78.00,55.00,540.83,430.12,233.27,127.61,2.32,0.00,4160.28,66.17,7.75,0
